frame,gdot,panel,parameter,rloc,eta_cut,n_al_total,n_rich_al,fraction_percent
100,0.001,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2577,16.163833657404503
81,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1835,11.509753496832465
82,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1916,12.017813460452864
83,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1842,11.553659913441637
84,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1876,11.766919651257606
85,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1875,11.760647306027725
86,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1831,11.48466411591294
87,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1855,11.635200401430096
88,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1880,11.79200903217713
89,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1834,11.503481151602584
90,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1756,11.01423822367183
91,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1786,11.202408580568274
92,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1815,11.384306592234836
93,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1759,11.033055259361475
94,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1778,11.152229818729223
95,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1755,11.007965878441949
96,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1792,11.240042651947563
97,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1724,10.813523176315625
98,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1770,11.102051056890172
99,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1758,11.026782914131594
100,0.001,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1787,11.208680925798156
81,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3240,20.322398544815908
82,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3157,19.801793890735745
83,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3252,20.397666687574485
84,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3176,19.920968450103494
85,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3181,19.9523301762529
86,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3163,19.839427962115035
87,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3150,19.757887474126576
88,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3194,20.03387066424136
89,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3223,20.21576867590792
90,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3203,20.090321771310293
91,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3183,19.964874866712663
92,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3176,19.920968450103494
93,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3231,20.265947437746973
94,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3224,20.2220410211378
95,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3265,20.479207175562944
96,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3099,19.437997867402622
97,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3220,20.196951640218277
98,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3159,19.81433858119551
99,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3155,19.789249200275982
100,0.005,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3183,19.964874866712663
81,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2930,18.377971523552656
82,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2913,18.271341654644672
83,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2916,18.290158690334316
84,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2870,18.00163080975977
85,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2988,18.741767546885782
86,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2968,18.61632064228815
87,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2956,18.541052499529574
88,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3043,19.08674653452926
89,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2975,18.660227058897323
90,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2899,18.183528821426332
91,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2916,18.290158690334316
92,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2935,18.409333249702062
93,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3012,18.892303832402934
94,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3030,19.005206046540803
95,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3002,18.829580380104122
96,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2857,17.920090321771312
97,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2918,18.302703380794078
98,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2894,18.152167095276923
99,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2897,18.17098413096657
100,0.005,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2887,18.108260678667754
81,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2012,12.619958602521482
82,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1947,12.21225616257919
83,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2028,12.720316126199586
84,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1950,12.231073198268833
85,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2010,12.60741391206172
86,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1990,12.48196700746409
87,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2036,12.770494888038638
88,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2018,12.657592673900771
89,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2018,12.657592673900771
90,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1938,12.155805055510255
91,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1996,12.51960107884338
92,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2011,12.6136862572916
93,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2044,12.820673649877689
94,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2028,12.720316126199586
95,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1980,12.419243555165277
96,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1928,12.093081603211441
97,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1982,12.43178824562504
98,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1922,12.055447531832153
99,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1982,12.43178824562504
100,0.005,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1996,12.51960107884338
81,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3347,20.993539484413223
82,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3372,21.15034811516026
83,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3285,20.60465408016057
84,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3298,20.68619456814903
85,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3285,20.60465408016057
86,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3246,20.360032616195195
87,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3283,20.59210938970081
88,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3189,20.002508938091953
89,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3216,20.171862259298752
90,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3292,20.648560496769743
91,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3332,20.899454305965
92,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3286,20.610926425390453
93,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3249,20.37884965188484
94,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3221,20.203223985448158
95,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3305,20.730100984758202
96,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3192,20.021325973781597
97,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3263,20.46666248510318
98,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3292,20.648560496769743
99,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3208,20.1216834974597
100,0.01,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3190,20.008781283321834
81,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3037,19.04911246314997
82,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3085,19.350185034184282
83,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2990,18.754312237345545
84,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2988,18.741767546885782
85,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3025,18.973844320391393
86,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2969,18.622592987518033
87,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3005,18.848397415793766
88,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2973,18.647682368437557
89,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3073,19.274916891425704
90,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3072,19.268644546195823
91,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3020,18.942482594241987
92,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3029,18.99893370131092
93,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2912,18.26506930941479
94,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2924,18.34033745217337
95,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3015,18.91112086809258
96,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2937,18.421877940161828
97,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2935,18.409333249702062
98,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2967,18.61004829705827
99,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3018,18.929937903782225
100,0.01,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2974,18.65395471366744
81,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2041,12.801856614188045
82,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2021,12.676409709590416
83,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2043,12.814401304647808
84,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2020,12.670137364360535
85,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1991,12.488239352693972
86,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2000,12.544690459762906
87,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1997,12.52587342407326
88,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2006,12.582324531142193
89,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2048,12.845763030797215
90,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2075,13.015116352004014
91,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2001,12.550962804992787
92,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2042,12.808128959417926
93,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2005,12.576052185912312
94,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2022,12.682682054820297
95,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2006,12.582324531142193
96,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2022,12.682682054820297
97,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2006,12.582324531142193
98,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1977,12.400426519475632
99,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1933,12.124443329360847
100,0.01,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1990,12.48196700746409
81,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3221,20.203223985448158
82,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3220,20.196951640218277
83,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3316,20.7990967822869
84,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3260,20.447845449413535
85,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3313,20.78027974659725
86,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3294,20.661105187229506
87,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3305,20.730100984758202
88,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3311,20.76773505613749
89,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3306,20.736373329988083
90,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3327,20.868092579815592
91,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3360,21.07507997240168
92,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3293,20.654832841999625
93,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3230,20.259675092517092
94,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3268,20.498024211252588
95,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3307,20.742645675217965
96,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3309,20.755190365677727
97,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3273,20.529385937401994
98,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3273,20.529385937401994
99,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3259,20.441573104183654
100,0.02,rloc_sensitivity,r_loc = 4.5 A,4.5,2.0,15943,3264,20.472934830333063
81,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3026,18.980116665621274
82,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3066,19.231010474816532
83,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3023,18.96129962993163
84,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3055,19.16201467728784
85,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3045,19.099291224989024
86,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3052,19.143197641598192
87,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3039,19.061657153609733
88,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3032,19.017750737000565
89,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3098,19.43172552217274
90,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3026,18.980116665621274
91,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3010,18.879759141943172
92,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3000,18.817035689644356
93,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,2971,18.635137677977795
94,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3027,18.986389010851155
95,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3027,18.986389010851155
96,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3051,19.13692529636831
97,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3011,18.886031487173053
98,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3060,19.193376403437245
99,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3087,19.362729724644044
100,0.02,rloc_sensitivity,r_loc = 5.0 A,5.0,2.0,15943,3017,18.923665558552344
81,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2062,12.933575864015555
82,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2070,12.983754625854607
83,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2094,13.134290911371762
84,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2100,13.171924982751051
85,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2098,13.159380292291289
86,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2117,13.278554851659035
87,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2104,13.197014363670576
88,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2075,13.015116352004014
89,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2107,13.215831399360221
90,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2092,13.121746220912
91,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2025,12.701499090509941
92,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2053,12.877124756946623
93,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2098,13.159380292291289
94,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2092,13.121746220912
95,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1998,12.532145769303142
96,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2041,12.801856614188045
97,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2091,13.115473875682117
98,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2061,12.927303518785674
99,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,2126,13.335005958727969
100,0.02,rloc_sensitivity,r_loc = 5.5 A,5.5,2.0,15943,1990,12.48196700746409
