frame,gdot,panel,parameter,r_conn,nmin,n_al_total,n_rich_al_total,n_clusters,max_cluster_size
89,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3098,41,10
90,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3026,33,9
91,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3010,33,11
92,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3000,31,8
93,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,2971,33,10
94,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3027,35,8
95,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3027,30,11
96,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3051,32,8
97,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3011,30,9
98,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3060,29,8
99,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3087,31,9
100,0.02,rconn_sensitivity,r_conn = 3.5 A,3.5,5,15943,3017,29,9
81,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3026,44,10
82,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3066,45,9
83,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3023,42,8
84,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3055,47,11
85,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3045,38,10
86,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3052,48,10
87,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3039,39,10
88,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3032,40,8
89,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3098,49,11
90,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3026,43,9
91,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3010,37,11
92,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3000,36,8
93,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,2971,40,10
94,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3027,45,12
95,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3027,41,11
96,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3051,36,8
97,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3011,39,12
98,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3060,37,8
99,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3087,38,9
100,0.02,rconn_sensitivity,r_conn = 3.7 A,3.7,5,15943,3017,33,9
