frame_index,timestep,n_atoms,n_alrich_al,f_eta_ge2_percent,f_eta_ge3_percent,n_ge5,n_ge7,max_size,fs,gdot,folder,dump_file
96,480000,193662,2636,8.112587910896304,0.7497598909440158,20,4,8,40,0.0,AZ91_fs40_T852.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs40.T852.0.gdot0.0.lammpstrj
97,485000,193662,2675,8.142536997449163,0.7662835249042145,26,3,8,40,0.0,AZ91_fs40_T852.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs40.T852.0.gdot0.0.lammpstrj
98,490000,193662,2693,8.155962450041827,0.7275562578099989,24,3,7,40,0.0,AZ91_fs40_T852.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs40.T852.0.gdot0.0.lammpstrj
99,495000,193662,2669,8.16887153907323,0.7611198892916525,22,2,8,40,0.0,AZ91_fs40_T852.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs40.T852.0.gdot0.0.lammpstrj
100,500000,193662,2720,8.252522435996736,0.7693817062717518,24,6,8,40,0.0,AZ91_fs40_T852.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs40.T852.0.gdot0.0.lammpstrj
80,400000,193662,2671,7.982980657020995,0.7590544350466276,20,6,10,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
81,405000,193662,2666,7.975235203602152,0.747694436698991,21,3,9,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
82,410000,193662,2681,8.006217017277525,0.754923526556578,17,4,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
83,415000,193662,2651,7.971620658673359,0.762668979975421,23,4,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
84,420000,193662,2666,7.8435624954818195,0.7544071629953217,23,4,9,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
85,425000,193662,2636,7.92101702967025,0.7631853435366773,20,2,7,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
86,430000,193662,2611,7.907591577077588,0.757505344362859,20,4,7,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
87,435000,193662,2591,7.870929764228397,0.7538907994340655,21,5,9,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
88,440000,193662,2627,7.897264305852465,0.7389162561576355,23,4,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
89,445000,193662,2632,7.872478854912167,0.735301711228842,20,4,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
90,450000,193662,2591,7.799155229213785,0.7642180706591897,15,2,7,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
91,455000,193662,2608,7.833235224256694,0.769898069833008,18,6,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
92,460000,193662,2621,7.878675217647241,0.7445962553314538,18,5,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
93,465000,193662,2567,7.882806126137291,0.7203271679524119,20,3,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
94,470000,193662,2585,7.819293408102777,0.7265235306874864,13,3,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
95,475000,193662,2589,7.794507957162479,0.7394326197188916,26,3,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
96,480000,193662,2564,7.818260680980265,0.7099998967272878,17,3,7,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
97,485000,193662,2551,7.840980677675538,0.7389162561576355,18,2,7,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
98,490000,193662,2582,7.874027945595935,0.737883529035123,21,5,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
99,495000,193662,2600,7.859053402319505,0.7435635282089413,21,6,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
100,500000,193662,2517,7.8001879563362975,0.7234253493199492,19,4,8,60,0.0,AZ91_fs60_T833.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs60.T833.0.gdot0.0.lammpstrj
80,400000,193662,2691,7.783664322376098,0.8137889725397859,26,4,8,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
81,405000,193662,2613,7.777984323202281,0.8174035174685793,21,3,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
82,410000,193662,2683,7.726864330637915,0.816887153907323,23,4,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
83,415000,193662,2636,7.762493416364594,0.8215344259586289,32,6,11,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
84,420000,193662,2646,7.729962512005454,0.8132726089785295,20,6,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
85,425000,193662,2627,7.72221705858661,0.8081089733659674,22,4,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
86,430000,193662,2613,7.736158874740527,0.814305336101042,22,3,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
87,435000,193662,2668,7.776435232518511,0.8075926098047113,19,2,8,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
88,440000,193662,2717,7.772820687589718,0.8127562454172734,25,6,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
89,445000,193662,2659,7.728413421321684,0.8194689717136041,18,2,7,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
90,450000,193662,2599,7.709824333116461,0.8070762462434551,22,5,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
91,455000,193662,2650,7.719635240780328,0.7967489750183309,30,2,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
92,460000,193662,2638,7.6881370635437,0.8189526081523479,23,5,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
93,465000,193662,2664,7.750617054455701,0.8034617013146617,23,5,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
94,470000,193662,2619,7.629787981121748,0.7890035215994878,30,6,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
95,475000,193662,2680,7.733060693372989,0.8132726089785295,24,5,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
96,480000,193662,2565,7.665417066848426,0.8075926098047113,22,4,11,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
97,485000,193662,2569,7.666449793970939,0.8225671530811415,24,4,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
98,490000,193662,2606,7.650958887133252,0.7957162478958184,18,4,9,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
99,495000,193662,2712,7.839431586991768,0.789519885160744,23,7,10,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
100,500000,193662,2634,7.727380694199172,0.8039780648759178,25,4,11,80,0.0,AZ91_fs80_T813.0_shearYZ_gdot0.0,dump.production.Alrich.AZ91.fs80.T813.0.gdot0.0.lammpstrj
